"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
30550,"Sebastes wilsoni","pygmy rockfish",1984,NA,NA,NA,NA,NA,NA,30550,"Sebastes wilsoni","pygmy rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","wilsoni",8826010137,30550,NA,"pygmy rockfish Sebastes wilsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,8826010137,"pygmy rockfish Sebastes wilsoni","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30560,"Sebastes zacentrus","sharpchin rockfish",1984,NA,NA,NA,NA,NA,NA,30560,"Sebastes zacentrus","sharpchin rockfish",59,"Sharpchin Rock",30560,"Sebastes zacentrus","sharpchin rockfish",61,"Sharpchin Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","zacentrus",8826010138,30560,304,"Sebastes zacentrus (sharpchin rockfish)",0,NA,"MISC. PREY","Sharpchin Rock","Sharpchin Rock",NA,"ROCKFISH",NA,"ROCKFISH",8826010138,"Sebastes zacentrus (sharpchin rockfish)","Sharpchin_rockfish","Sebastes","Sebastes","Sharpchin Rock","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30570,"Sebastes phillipsi","chameleon rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","phillipsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30575,"Sebastes rufus","bank rockfish",1984,NA,NA,NA,NA,NA,NA,30575,"Sebastes rufus","bank rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30576,"Sebastes borealis","shortraker rockfish",1984,NA,NA,NA,NA,NA,NA,30576,"Sebastes borealis","shortraker rockfish",62,"Shortraker Rock",30576,"Sebastes borealis","shortraker rockfish",64,"Shortraker Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","borealis",8826010107,30576,326,"Sebastes borealis (shortraker rockfish)",0,NA,"MISC. PREY","Shortraker Rock","Shortraker Rock",NA,"ROCKFISH",NA,"ROCKFISH",8826010107,"Sebastes borealis (shortraker rockfish)","shortraker_rockfish","Sebastes","Sebastes","Shortraker Rock","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30580,NA,"black rockfish unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30590,NA,"red rockfish unid.",1984,NA,NA,NA,NA,NA,NA,30590,"(blank)","red rockfish unid.",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30600,"Sebastes reedi","yellowmouth rockfish",1984,NA,NA,NA,NA,NA,NA,30600,"Sebastes reedi","yellowmouth rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","reedi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30611,"Sebastes rosenblatti","greenblotched rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","rosenblatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30030,"Sebastolobus altivelis","longspine thornyhead",1984,NA,NA,NA,NA,NA,NA,30030,"Sebastolobus altivelis","longspine thornyhead",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastolobus","altivelis",8826010202,30030,352,"Sebastolobus altivelis (longspine thornyhead)",0,NA,"MISC. PREY","Longsp Thorny","Longsp Thorny",NA,"ROCKFISH",NA,"ROCKFISH",8826010202,"Sebastolobus altivelis (longspine thornyhead)","Thornyheads","Sebastelobus","Sebastelobus","Longsp Thorny","Forage.fish","Rockfish","fish_other","Thornyheads","fish_other","fish_other"
30040,"Sebastes sp.","rockfish unid.",1984,30040,"Sebastes sp.","rockfish unident.",0,"gen_sebastes","Gen. Sebastes",30040,"Sebastes sp.","rockfish unid.",66,"Other Sebastes",30040,"Sebastes sp.","rockfish unid.",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA,8826010100,30040,300,"Sebastes sp. (rockfish)",0,NA,"MISC. PREY","Gen. Sebastes","Gen. Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010100,"Sebastes sp. (rockfish)","General_rockfish","Sebastes","Sebastes","Gen. Sebastes","Forage.fish","Rockfish","fish_other","MISC_NA","fish_other","fish_other"
30050,NA,"rougheye and blackspotted rockfish unid.",1984,30050,"(blank)","rougheye and blackspotted rockfish unid.",68,"rougheye_rock","Rougheye Rock",30050,"(blank)","rougheye and blackspotted rockfish unid.",63,"Rougheye Rock",30050,"(blank)","rougheye and blackspotted rockfish unid.",65,"Rougheye Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30060,"Sebastes alutus","Pacific ocean perch",1984,30060,"Sebastes alutus","Pacific ocean perch",63,"pac_ocean_perch","POP",30060,"Sebastes alutus","Pacific ocean perch",58,"POP",30060,"Sebastes alutus","Pacific ocean perch",60,"POP","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","alutus",8826010102,30060,301,"Sebastes alutus (Pacific ocean perch)",0,NA,"MISC. PREY","POP","POP",NA,"ROCKFISH",NA,"ROCKFISH",8826010102,"Sebastes alutus (Pacific ocean perch)","POP","Sebastes","Sebastes","POP","Forage.fish","Rockfish","fish_other","POP","fish_other","fish_other"
30080,"Sebastes auriculatus","brown rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","auriculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30090,"Sebastes aurora","aurora rockfish",1984,NA,NA,NA,NA,NA,NA,30090,"Sebastes aurora","aurora rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","aurora",8826010104,30090,334,"Sebastes aurora (aurora rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010104,"Sebastes aurora (aurora rockfish)","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30100,"Sebastes brevispinis","silvergray rockfish",1984,NA,NA,NA,NA,NA,NA,30100,"Sebastes brevispinis","silvergray rockfish",66,"Other Sebastes",30100,"Sebastes brevispinis","silvergray rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","brevispinis",8826010106,30100,310,"Sebastes brevispinis (silvergray rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010106,"Sebastes brevispinis (silvergray rockfish)","silvergray_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30110,"Sebastes carnatus","gopher rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","carnatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30120,"Sebastes caurinus","copper rockfish",1984,NA,NA,NA,NA,NA,NA,30120,"Sebastes caurinus","copper rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","caurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30130,"Sebastes chlorostictus","greenspotted rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","chlorostictus",8826010143,30130,339,"Sebastes chlorostictus",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010143,"Sebastes chlorostictus","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","MISC_NA","fish_other","fish_other"
30150,NA,"dusky and dark rockfishes unid.",1984,30150,"(blank)","dusky and dark rockfishes unid",66,"dusky_rock","Dusky Rock",30150,"(blank)","dusky and dark rockfishes unid.",61,"Dusky Rock",30150,"(blank)","dusky and dark rockfishes unid.",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30151,"Sebastes ciliatus","dark rockfish",1995,NA,NA,NA,NA,NA,NA,30151,"Sebastes ciliatus","dark rockfish",61,"Dusky Rock",30151,"Sebastes ciliatus","dark rockfish",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","ciliatus",8826010109,30151,345,"Sebastes ciliatus (dark rockfish)",0,NA,"MISC. PREY","Dusky Rock","Dusky Rock",NA,"ROCKFISH",NA,"ROCKFISH",8826010109,"Sebastes ciliatus (dark rockfish)","darkblotched_rockfish","Sebastes","Sebastes","Dusky Rock","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30152,"Sebastes variabilis","dusky rockfish",1989,30152,"Sebastes variabilis","dusky rockfish",66,"dusky_rock","Dusky Rock",30152,"Sebastes variabilis","dusky rockfish",61,"Dusky Rock",30152,"Sebastes variabilis","dusky rockfish",63,"Dusky Rock","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","variabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30160,"Sebastes constellatus","starry rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","constellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30170,"Sebastes crameri","darkblotched rockfish",1984,30170,"Sebastes crameri","darkblotched rockfish",0,"sebastes","Sebastes",30170,"Sebastes crameri","darkblotched rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","crameri",8826010110,30170,311,"Sebastes crameri (darkblotched rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010110,"Sebastes crameri (darkblotched rockfish)","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30180,"Sebastes dalli","calico rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","dalli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30190,"Sebastes diploproa","splitnose rockfish",1984,NA,NA,NA,NA,NA,NA,30190,"Sebastes diploproa","splitnose rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","diploproa",8826010111,30190,315,"Sebastes diploproa (splitnose rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010111,"Sebastes diploproa (splitnose rockfish)","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30200,"Sebastes elongatus","greenstriped rockfish",1984,NA,NA,NA,NA,NA,NA,30200,"Sebastes elongatus","greenstriped rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","elongatus",8826010112,30200,313,"Sebastes elongatus (greenstriped rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010112,"Sebastes elongatus (greenstriped rockfish)","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
30210,"Sebastes emphaeus","Puget Sound rockfish",1984,NA,NA,NA,NA,NA,NA,30210,"Sebastes emphaeus","Puget Sound rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","emphaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30220,"Sebastes entomelas","widow rockfish",1984,NA,NA,NA,NA,NA,NA,30220,"Sebastes entomelas","widow rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","entomelas",8826010114,30220,305,"Sebastes entomelas (widow rockfish)",0,NA,"MISC. PREY","Widow Rock","Widow Rock",NA,"ROCKFISH",NA,"ROCKFISH",8826010114,"Sebastes entomelas (widow rockfish)","Misc_rockfish","Sebastes","Sebastes","Widow Rock","Forage.fish","Rockfish","fish_other","Pelagic_shelf_rockfish","fish_other","fish_other"
30230,"Sebastes eos","pink rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","eos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30240,"Sebastes flavidus","yellowtail rockfish",1984,30240,"Sebastes flavidus","yellowtail rockfish",0,"yellowtail_rock","Yellowtail Rock",30240,"Sebastes flavidus","yellowtail rockfish",66,"Other Sebastes",30240,"Sebastes flavidus","yellowtail rockfish",67,"Other Sebastes","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","flavidus",8826010115,30240,321,"Sebastes flavidus (yellowtail rockfish)",0,NA,"MISC. PREY","Yellowtail Rock","Yellowtail Rock",NA,"ROCKFISH",NA,"ROCKFISH",8826010115,"Sebastes flavidus (yellowtail rockfish)","Misc_rockfish","Sebastes","Sebastes","Yellowtail Rock","Forage.fish","Rockfish","fish_other","Pelagic_shelf_rockfish","fish_other","fish_other"
30250,"Sebastes gilli","bronzespotted rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","gilli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30260,"Sebastes goodei","chilipepper",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","goodei",8826010117,30260,325,"Sebastes goodei (chilipepper rockfish)",0,NA,"MISC. PREY","Sebastes","Sebastes",NA,"ROCKFISH",NA,"ROCKFISH",8826010117,"Sebastes goodei (chilipepper rockfish)","Misc_rockfish","Sebastes","Sebastes","Sebastes","Forage.fish","Rockfish","fish_other","Slope_rockfish","fish_other","fish_other"
21340,"Malacocottus kincaidi","blackfin sculpin",1984,21340,"Malacocottus kincaidi","blackfin sculpin",75,"oth_sculpins","Other sculpins",21340,"Malacocottus kincaidi","blackfin sculpin",71,"Other sculpins",21340,"Malacocottus kincaidi","blackfin sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Malacocottus","kincaidi",8831021901,21340,411,"Malacocottus kincaidi (blackfin sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021901,"Malacocottus kincaidi (blackfin sculpin)","Malacocottus_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
21341,"Malacocottus zonurus","darkfin sculpin",1984,21341,"Malacocottus zonurus","darkfin sculpin",75,"oth_sculpins","Other sculpins",21341,"Malacocottus zonurus","darkfin sculpin",71,"Other sculpins",21341,"Malacocottus zonurus","darkfin sculpin",72,"Other sculpins","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","Malacocottus","zonurus",8831021902,21341,1,"Malacocottus zonurus (darkfin sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021902,"Malacocottus zonurus (darkfin sculpin)","Malacocottus_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
21342,"Hemilepidotus sp.","Irish lord",1984,21342,"Hemilepidotus sp.","Irish lord",74,"lg_sculpins","Lg. Sculpins",21342,"Hemilepidotus sp.","Irish lord",70,"Lg. Sculpins",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus",NA,8831021400,21342,418,"Hemilepidotus sp. (sculpin)",0,NA,"MISC. PREY","Lg Sculpin","Lg Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021400,"Hemilepidotus sp. (sculpin)","General_Hemilepidotus","Cottid","Cottid","Lg Sculpin","Forage.fish","Lg.Sculpins","fish_other","Large_sculpins","fish_other","fish_other"
21343,"Hemilepidotus gilberti","banded Irish lord",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21343,"Hemilepidotus gilberti","banded Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","gilberti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21344,"Hemilepidotus spinosus","brown Irish lord",1984,NA,NA,NA,NA,NA,NA,21344,"Hemilepidotus spinosus","brown Irish lord",70,"Lg. Sculpins",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","spinosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21345,"Hemilepidotus zapus","longfin Irish lord",1984,21345,"Hemilepidotus zapus","longfin Irish lord",74,"lg_sculpins","Lg. Sculpins",21345,"Hemilepidotus zapus","longfin Irish lord",70,"Lg. Sculpins",21345,"Hemilepidotus zapus","longfin Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","zapus",8831021406,21345,1,"Hemilepidotus zapus (longfin irish lord)",0,NA,"MISC. PREY","Lg Sculpin","Lg Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021406,"Hemilepidotus zapus (longfin irish lord)","longfin_Irish_lord","Cottid","Cottid","Lg Sculpin","Forage.fish","Lg.Sculpins","fish_other","Large_sculpins","fish_other","fish_other"
21346,"Hemilepidotus hemilepidotus","red Irish lord",1984,21346,"Hemilepidotus hemilepidotus","red Irish lord",74,"lg_sculpins","Lg. Sculpins",21346,"Hemilepidotus hemilepidotus","red Irish lord",70,"Lg. Sculpins",21346,"Hemilepidotus hemilepidotus","red Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","hemilepidotus",8831021402,21346,407,"Hemilepidotus hemilepidotus (red Irish lord)",0,NA,"MISC. PREY","Lg Sculpin","Lg Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021402,"Hemilepidotus hemilepidotus (red Irish lord)","red_Irish_lord","Cottid","Cottid","Lg Sculpin","Forage.fish","Lg.Sculpins","fish_other","Large_sculpins","fish_other","fish_other"
21347,"Hemilepidotus jordani","yellow Irish lord",1984,21347,"Hemilepidotus jordani","yellow Irish lord",74,"lg_sculpins","Lg. Sculpins",21347,"Hemilepidotus jordani","yellow Irish lord",70,"Lg. Sculpins",21347,"Hemilepidotus jordani","yellow Irish lord",71,"Lg. Sculpins","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","jordani",8831021403,21347,414,"Hemilepidotus jordani (yellow Irish lord)",0,NA,"MISC. PREY","Lg Sculpin","Lg Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831021403,"Hemilepidotus jordani (yellow Irish lord)","yellow_Irish_lord","Cottid","Cottid","Lg Sculpin","Forage.fish","Lg.Sculpins","fish_other","Large_sculpins","fish_other","fish_other"
20801,"Porichthys notatus","plainfin midshipman",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","notatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20802,"Porichthys sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20842,"Brama japonica","Pacific pomfret",1984,NA,NA,NA,NA,NA,NA,20842,"Brama japonica","Pacific pomfret",0,"Gen fish",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Bramidae","Brama","japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20871,"Bathylaco nigricans","bonythroat",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Bathylaconidae","Bathylaco","nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20900,"Ophidiidae","cusk-eel unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20900,"Ophidiidae","cusk-eel unid.",59,"Misc. fish deep","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20901,"Chilara taylori","spotted cusk-eel",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Chilara","taylori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20902,"Ophidion scrippsae","basketweave cusk-eel",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Ophidion","scrippsae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20905,"Lamprogrammus niger","paperbone cusk-eel",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Lamprogrammus","niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20910,"Dicrolene filamentosa","threadfin cusk-eel",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Dicrolene","filamentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20920,"Cataetyx sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Cataetyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
