SPECIES_CODE,SPECIES_NAME,COMMON_NAME,ECOPATH_Name.goa,EGOA,FINAL_GOA,wgoa.wt,egoa.wt,PHYLUM_TAXON,CLASS_TAXON,ORDER_TAXON,FAMILY_TAXON,GENUS_TAXON,SPECIES_TAXON
20100,Alepocephalidae,slickhead unid.,NA,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,NA,NA
20105,Asquamiceps caeruleus,caerulean slickhead,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Asquamiceps,caeruleus
20110,Alepocephalus sp.,NA,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0,7.211232699,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Alepocephalus,NA
20120,Alepocephalus tenebrosus,California slickhead,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,0,36.53433719,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Alepocephalus,tenebrosus
20121,Bajacalifornia burragei,sharpchin slickhead,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Bajacalifornia,burragei
20122,Bajacalifornia megalops,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Bajacalifornia,megalops
20130,Rouleina attrita,softskin slickhead,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,3.648647058,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Rouleina,attrita
20150,Talismania bifurcata,threadfin slickhead,NA,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Alepocephalidae,Talismania,bifurcata
20179,Maulisia sp.,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Maulisia,NA
20180,Maulisia mauli,NA,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Maulisia,mauli
20181,Maulisia argipalla,pitted tubeshoulder,NA,NA,Miscellaneous_deep_sea_fish,0,0,Chordata,Actinopterygii,Argentiformes,Platytroctidae,Maulisia,argipalla
20202,Ammodytes sp.,sand lance unid.,Sandlance,Pacific_sandlance,Pacific_sandlance,356.5209409,10.36310915,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,NA
20203,Ammodytes hexapterus,Arctic sand lance,Sandlance,Pacific_sandlance,Pacific_sandlance,0.082324671,0,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,hexapterus
20204,Ammodytes personatus,Pacific sand lance,Sandlance,NA,Pacific_sandlance,47.93063648,0,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,personatus
20320,Anarrhichthys ocellatus,wolf-eel,Misc. fish shallow,NA,Shelf_demersals,2547.26922,4237.233166,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys,ocellatus
20322,Anarhichas orientalis,Bering wolffish,Misc. fish shallow,Shelf_demersals,Shelf_demersals,26194.12523,141.4110832,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,orientalis
20420,Anoplogaster cornuta,fangtooth,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,cornuta
20510,Anoplopoma fimbria,sablefish,Sablefish,Sablefish,Sablefish,8230156.271,1889715.422,Chordata,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria
20542,Aulorhynchus flavidus,tube-snout,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,flavidus
20570,Argentiformes,marine smelts,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,NA,NA,NA
20571,Argentinidae,argentine unid.,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,23.35991521,2.524033532,Chordata,Actinopterygii,Argentiformes,Argentinidae,NA,NA
20572,Nansenia candida,bluethroat argentine,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,8.997362598,0,Chordata,Actinopterygii,Argentiformes,Microstomatidae,Nansenia,candida
20573,Argentina sialis,Pacific argentine,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,4.943559057,0,Chordata,Actinopterygii,Argentiformes,Argentinidae,Argentina,sialis
20575,Atherinidae,silverside unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Atheriniformes,Atherinidae,NA,NA
20576,Atherinops affinis,topsmelt,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinops,affinis
20577,Antherinopsis californiensis,jacksmelt,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinopsis,californiensis
20610,Engraulis mordax,northern anchovy,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,mordax
20614,Bathylagidae,deepsea smelt unid.,Bathylagidae,Slope_forage_fish,Slope_forage_fish,81.89904528,91.49382089,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,NA,NA
20615,Bathylagus pacificus,Pacific blacksmelt,Bathylagidae,Slope_forage_fish,Slope_forage_fish,109.7585478,26.18520031,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,pacificus
20619,Bathylagus sp.,blacksmelt unid.,Bathylagidae,NA,Slope_forage_fish,271.2936102,527.7495438,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,NA
20620,Bathylagus milleri,robust blacksmelt,Bathylagidae,Slope_forage_fish,Slope_forage_fish,83.42343489,213.2003812,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,milleri
20622,Leuroglossus schmidti,northern smoothtongue,Bathylagidae,Slope_forage_fish,Slope_forage_fish,1613.847983,283.2963418,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Leuroglossus,schmidti
20624,Bathylagus ochotensis,popeye blacksmelt,Bathylagidae,Slope_forage_fish,Slope_forage_fish,3.768496438,0.082940857,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,ochotensis
20660,Leuroglossus sp.,NA,Bathylagidae,Slope_forage_fish,Slope_forage_fish,1.290804571,6.802702589,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Leuroglossus,NA
20662,Leuroglossus stilbius,California smoothtongue,Bathylagidae,Slope_forage_fish,Slope_forage_fish,16.86580466,0,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Leuroglossus,stilbius
20700,Bathymasteridae,ronquil unid.,Misc. fish shallow,Shelf_demersals,Shelf_demersals,7.773116349,2.118818942,Chordata,Actinopterygii,Perciformes,Bathymasteridae,NA,NA
20702,Ronquilus jordani,northern ronquil,Misc. fish shallow,Shelf_demersals,Shelf_demersals,25.95527689,5.996366202,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Ronquilus,jordani
20712,Bathymaster caeruleofasciatus,Alaskan ronquil,Misc. fish shallow,NA,Shelf_demersals,32.16657978,0,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Bathymaster,caeruleofasciatus
20713,Bathymaster leurolepis,smallmouth ronquil,Misc. fish shallow,NA,Shelf_demersals,7.579465222,0,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Bathymaster,leurolepis
20720,Bathymaster signatus,searcher,Misc. fish shallow,Shelf_demersals,Shelf_demersals,38331.39571,2819.519574,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Bathymaster,signatus
20722,Bathymaster derjugini,bluecheek ronquil,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Bathymaster,derjugini
20731,Rathbunella hypoplecta,smooth ronquil,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Bathymasteridae,Rathbunella,hypoplecta
20801,Porichthys notatus,plainfin midshipman,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,notatus
20802,Porichthys sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,NA
20803,Batrachoididae,toadfishes,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,NA,NA
20842,Brama japonica,Pacific pomfret,Gen fish,NA,Pacific_pomfret,31.38246273,449.3147235,Chordata,Actinopterygii,Perciformes,Bramidae,Brama,japonica
20871,Bathylaco nigricans,bonythroat,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Argentiformes,Bathylaconidae,Bathylaco,nigricans
20900,Ophidiidae,cusk-eel unid.,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,NA,NA
20901,Chilara taylori,spotted cusk-eel,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,NA,Chilara,taylori
20902,Ophidion scrippsae,basketweave cusk-eel,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,NA,Ophidion,scrippsae
20905,Lamprogrammus niger,paperbone cusk-eel,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Lamprogrammus,niger
20908,Dicrolene sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Dicrolene,NA
20910,Dicrolene filamentosa,threadfin cusk-eel,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Dicrolene,filamentosa
20915,Melanonus zugmayeri,arrowtail,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Melanonidae,Melanonus,zugmayeri
20916,Bassozetus zenkevitchi,pelagic assfish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Bassozetus,zenkevitchi
20920,Cataetyx sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,NA,Cataetyx,NA
20921,Cataetyx rubrirostris,rubynose brotula,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,NA,Cataetyx,rubrirostris
20930,Brosmophycis marginata,red brotula,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Brosmophycis,marginata
20952,Trachurus symmetricus,jack mackerel,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,symmetricus
20960,Ceratioidei,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lophiiformes,NA,NA,NA
20971,Melanocetus johnsonii,common blackdevil,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lophiiformes,Melanocetidae,Melanocetus,johnsonii
20980,Ceratiidae,seadevils unid.,Misc. fish deep,NA,Miscellaneous_deep_sea_fish,10.43279355,0,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,NA,NA
20981,Cryptopsaras couesii,triplewart seadevil,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lophiiformes,Ceratiidae,Cryptopsaras,couesii
20990,Cetomimidae,flabby whalefishes,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stephanoberyciformes,Cetomimidae,NA,NA
20995,Rondeletia loricata,armored redmouth whalefish,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stephanoberyciformes,Rondeletiidae,Rondeletia,loricata
21000,Chauliodontinae,viperfish unid.,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,17.57283322,46.27850504,Chordata,Actinopterygii,Stomiiformes,Stomiidae,NA,NA
21009,Chauliodus sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Chauliodus,NA
21010,Chauliodus macouni,Pacific viperfish,Misc. fish deep,Miscellaneous_deep-sea_fish,Miscellaneous_deep_sea_fish,74.49853961,231.058763,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Chauliodus,macouni
21110,Clupea pallasii,Pacific herring,Herring,Pacific_herring,Pacific_herring,402924.8787,524298.9312,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pallasii
21120,Alosa sapidissima,American shad,NA,Shelf_forage_fish,ZERO,0,0,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,sapidissima
21130,Sardinops sagax,Pacific sardine,Oth. pelagic smelt,Shelf_forage_fish,Shelf_forage_fish,0,10.70753896,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,sagax
21150,Gigantactis sp.,NA,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Lophiiformes,Gigantactinidae,Gigantactis,NA
21200,Macrouridae,grenadier unid.,Grenadiers,Slope_demersals,Slope_demersals,1355.645227,18268.85364,Chordata,Actinopterygii,Gadiformes,Macrouridae,NA,NA
21201,Nezumia stelgidolepis,California grenadier,NA,Slope_demersals,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Nezumia,stelgidolepis
21202,Nezumia liolepis,smooth grenadier,NA,Slope_demersals,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Nezumia,liolepis
21204,Caelorinchus scaphopsis,shoulderspot grenadier,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Caelorinchus,scaphopsis
21210,Coryphaenoides sp.,NA,Grenadiers,Slope_demersals,Slope_demersals,0,6047.381868,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,NA
21220,Coryphaenoides acrolepis,Pacific grenadier,Grenadiers,Slope_demersals,Slope_demersals,25642.79266,2534.327162,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,acrolepis
21230,Albatrossia pectoralis,giant grenadier,Grenadiers,Slope_demersals,Slope_demersals,11032811.84,743987.5298,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,pectoralis
21232,Coryphaenoides cinereus,popeye grenadier,Grenadiers,Slope_demersals,Slope_demersals,233411.7317,22044.15846,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,cinereus
21238,Coryphaenoides filifer,filamented grenadier,Grenadiers,Slope_demersals,Slope_demersals,74.56327139,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,filifer
21239,Coryphaenoides longifilis,longfin grenadier,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,longifilis
21240,Malacocephalus laevis,softhead grenadier,NA,NA,ZERO,0,0,Chordata,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,laevis
21300,Cottidae,sculpin unid.,Other sculpins,Shelf_demersals,Shelf_demersals,345.9994059,143.6065291,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA
21305,Zesticelus profundorum,flabby sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Zesticelus,profundorum
21307,Icelinus sp.,NA,Other sculpins,Shelf_demersals,Shelf_demersals,0.162878997,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,NA
21308,Thyriscus anoplus,sponge sculpin,Other sculpins,NA,Shelf_demersals,2.619114746,1.530869534,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Thyriscus,anoplus
21309,Icelinus oculatus,frogmouth sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,oculatus
21310,Icelinus filamentosus,threadfin sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,0,7.361895985,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,filamentosus
21311,Icelinus borealis,northern sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,20.94136112,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,borealis
21312,Icelinus tenuis,spotfin sculpin,Other sculpins,NA,Shelf_demersals,0,7.85236288,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,tenuis
21313,Gymnocanthus sp.,NA,Other sculpins,Shelf_demersals,Shelf_demersals,78.98302117,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,NA
21314,Gymnocanthus pistilliger,threaded sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,84.6173201,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,pistilliger
21315,Gymnocanthus tricuspis,Arctic staghorn sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,107.2083105,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,tricuspis
21316,Gymnocanthus galeatus,armorhead sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,2398.212745,6.191593718,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,galeatus
21318,Icelinus fimbriatus,fringed sculpin,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Icelinus,fimbriatus
21320,Radulinus asprellus,slim sculpin,Other sculpins,NA,Shelf_demersals,1.179684559,3.152050663,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Radulinus,asprellus
21327,Clinocottus acuticeps,sharpnose sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Clinocottus,acuticeps
21328,Artediellus camchaticus,Kamchatka hookear sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,camchaticus
21329,Gymnocanthus detrisus,purplegray sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Gymnocanthus,detrisus
21330,Scorpaenichthys marmoratus,cabezon,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,marmoratus
21331,Artediellus sp.,NA,Other sculpins,Shelf_demersals,Shelf_demersals,0.113146299,7.10508379,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,NA
21332,Artediellus miacanthus,bride sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,miacanthus
21333,Artediellus pacificus,hookhorn sculpin,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,pacificus
21334,Artediellus scaber,hamecon,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,scaber
21335,Artediellus uncinatus,Arctic hookear sculpin,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,uncinatus
21336,Artediellus gomojunovi,spinyhook sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artediellus,gomojunovi
21337,Bolinia euryptera,broadfin sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,343.2950648,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Bolinia,euryptera
21338,Malacocottus aleuticus,whitetail sculpin,Other sculpins,NA,Shelf_demersals,0.237787537,0,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Malacocottus,aleuticus
21339,Malacocottus sp.,NA,Other sculpins,Shelf_demersals,Shelf_demersals,0.265087558,315.0624445,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Malacocottus,NA
21340,Malacocottus kincaidi,blackfin sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,0,30.97662577,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Malacocottus,kincaidi
21341,Malacocottus zonurus,darkfin sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,31340.16908,9143.165778,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Malacocottus,zonurus
21342,Hemilepidotus sp.,Irish lord,Lg. Sculpins,Large_sculpins,Large_sculpins,9.420386371,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,NA
21343,Hemilepidotus gilberti,banded Irish lord,NA,NA,Large_sculpins,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,gilberti
21344,Hemilepidotus spinosus,brown Irish lord,Lg. Sculpins,NA,Large_sculpins,187.4738376,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,spinosus
21345,Hemilepidotus zapus,longfin Irish lord,Lg. Sculpins,Large_sculpins,Large_sculpins,111.4840108,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,zapus
21346,Hemilepidotus hemilepidotus,red Irish lord,Lg. Sculpins,Large_sculpins,Large_sculpins,2378.622208,8.681486973,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,hemilepidotus
21347,Hemilepidotus jordani,yellow Irish lord,Lg. Sculpins,Large_sculpins,Large_sculpins,732901.9155,58.44322555,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,jordani
21348,Hemilepidotus papilio,butterfly sculpin,Lg. Sculpins,Large_sculpins,Large_sculpins,3.179912493,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,papilio
21349,Archistes plumarius,plumed sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Archistes,plumarius
21350,Triglops sp.,NA,Other sculpins,Shelf_demersals,Shelf_demersals,101.7503102,5.502830172,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,NA
21351,Triglops nybelini,bigeye sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,nybelini
21352,Triglops forficata,scissortail sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,1934.71677,3.100335054,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,forficata
21353,Triglops metopias,highbrow sculpin,Other sculpins,NA,Shelf_demersals,2.229542554,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,metopias
21354,Triglops scepticus,spectacled sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,4889.528534,18.42346613,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,scepticus
21355,Triglops pingeli,ribbed sculpin,Other sculpins,Shelf_demersals,Shelf_demersals,309.1931401,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,pingeli
21356,Triglops macellus,roughspine sculpin,Other sculpins,NA,Shelf_demersals,383.2026183,100.6332922,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Triglops,macellus
21359,Archistes biseriatus,scaled sculpin,Other sculpins,NA,Shelf_demersals,1.285086931,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Archistes,biseriatus
21360,Microcottus sellaris,brightbelly sculpin,NA,Shelf_demersals,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Microcottus,sellaris
21362,Artedius fenestralis,padded sculpin,NA,NA,Shelf_demersals,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,fenestralis
21363,Artedius lateralis,smoothhead sculpin,Other sculpins,NA,Shelf_demersals,0,11.60443311,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,lateralis
21366,Chitonotus pugetensis,roughback sculpin,Other sculpins,NA,Shelf_demersals,0,3.976402889,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Chitonotus,pugetensis
21368,Myoxocephalus scorpius,shorthorn (=warty) sculpin,Lg. Sculpins,Large_sculpins,Large_sculpins,689.5830877,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius
21369,Myoxocephalus niger,warthead sculpin,NA,NA,Large_sculpins,0,0,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,niger
